# Prefix | Origin | NumMonitors | list(;):ObservedPrepends | resultingPolicy
1.177.24.0/21|17577|19|0|0
1.177.32.0/21|17577|19|0|0
1.177.40.0/21|17577|19|0|0
1.177.48.0/21|17577|19|0|0
1.177.56.0/21|17577|19|0|0
1.177.64.0/22|9845|19|0|0
1.177.68.0/22|9845|19|0|0
1.177.72.0/22|9845|19|0|0
1.177.76.0/22|9845|19|0|0
1.177.80.0/22|9845|19|0|0
1.177.84.0/22|9845|19|0|0
1.177.88.0/22|9845|19|0|0
1.177.92.0/22|9845|19|0|0
1.177.96.0/22|9845|19|0|0
1.177.100.0/22|9845|19|0|0
1.177.104.0/22|9845|19|0|0
1.177.108.0/22|9845|19|0|0
1.177.112.0/22|9845|19|0|0
1.177.116.0/22|9845|19|0|0
1.177.116.0/24|9845|19|0|0
1.177.117.0/24|9845|19|0|0
1.177.118.0/24|9845|19|0|0
1.177.119.0/24|9845|22|0|0
1.177.120.0/22|9845|19|0|0
1.177.124.0/22|9845|19|0|0
1.177.128.0/22|10037|19|0|0
1.177.132.0/22|10037|19|0|0
1.177.136.0/22|10037|19|0|0
1.177.140.0/22|10037|19|0|0
1.177.144.0/22|9845|19|0|0
1.177.148.0/22|9845|19|0|0
1.177.152.0/22|10037|19|0|0
1.177.156.0/22|10037|19|0|0
1.177.160.0/22|9697|19|0|0
1.177.164.0/22|9697|19|0|0
1.177.164.0/24|9697|19|0|0
1.177.165.0/24|9697|19|0|0
1.177.166.0/24|9697|19|0|0
1.177.167.0/24|9697|19|0|0
1.177.168.0/22|9697|19|0|0
1.177.172.0/22|9697|19|0|0
1.177.176.0/22|9697|19|0|0
1.177.180.0/22|9697|19|0|0
1.177.184.0/22|9697|19|0|0
1.177.188.0/22|9697|19|0|0
1.177.192.0/22|9697|19|0|0
1.177.196.0/22|9697|19|0|0
1.177.200.0/22|9697|19|0|0
1.177.204.0/22|9697|19|0|0
1.177.208.0/22|9697|19|0|0
1.177.212.0/22|10037|19|0|0
1.177.216.0/22|10037|19|0|0
1.177.220.0/22|9845|19|0|0
1.177.224.0/22|9845|19|0|0
1.177.228.0/22|9845|19|0|0
1.177.232.0/22|9845|19|0|0
1.177.236.0/22|9845|19|0|0
1.177.240.0/22|9845|19|0|0
1.177.244.0/22|9845|19|0|0
1.177.248.0/22|9845|19|0|0
1.177.252.0/22|9845|19|0|0
1.178.0.0/16|9723|18|0|0
1.178.0.0/20|9723|18|0;1|2
1.178.16.0/20|9723|18|0|0
1.178.32.0/20|9723|18|0;2|2
1.178.48.0/20|9723|18|0|0
1.178.64.0/20|9723|18|0|0
1.178.80.0/20|9723|18|0|0
1.178.96.0/20|9723|18|0|0
1.178.112.0/20|9723|18|0;1|2
1.178.128.0/20|9723|18|0|0
1.178.144.0/20|9723|18|0;2|2
1.178.160.0/20|9723|18|0|0
1.178.176.0/20|9723|18|0|0
1.178.192.0/20|9723|18|0|0
1.178.208.0/20|9723|18|0|0
1.179.0.0/17|9723|18|0|0
1.179.0.0/20|9723|18|0;1|2
1.179.16.0/20|9723|18|0|0
1.179.32.0/20|9723|18|0;2|2
1.179.48.0/20|9723|18|0|0
1.179.48.0/24|9723|18|0|0
1.179.64.0/20|9723|18|0|0
1.179.80.0/20|9723|18|0|0
1.179.96.0/20|9723|18|0|0
1.179.128.0/17|23969|25|0|0
1.179.128.0/18|131293|24|0|0
1.179.128.0/24|131293|24|0;1|2
1.179.129.0/24|131293|24|0;1|2
1.179.130.0/24|131293|24|0;1|2
1.179.131.0/24|131293|25|0|0
1.179.132.0/24|131293|24|0;1|2
1.179.133.0/24|131293|24|0;1|2
1.179.134.0/24|131293|24|0;1|2
1.179.135.0/24|131293|24|0;1|2
1.179.136.0/24|131293|24|0;1|2
1.179.137.0/24|131293|24|0;1|2
1.179.138.0/24|131293|24|0;1|2
1.179.139.0/24|131293|24|0;1|2
1.179.140.0/24|131293|24|0;1|2
1.179.141.0/24|131293|24|0;1|2
1.179.142.0/24|131293|24|0;1|2
1.179.143.0/24|131293|25|0|0
1.179.144.0/24|131293|25|0|0
1.179.145.0/24|131293|25|0|0
1.179.146.0/24|131293|25|0|0
1.179.147.0/24|131293|25|0|0
1.179.148.0/24|131293|25|0|0
1.179.149.0/24|131293|25|0|0
1.179.150.0/24|131293|25|0|0
1.179.151.0/24|131293|25|0|0
1.179.152.0/24|131293|25|0|0
1.179.153.0/24|131293|25|0|0
1.179.154.0/24|131293|25|0|0
1.179.155.0/24|131293|25|0|0
1.179.156.0/24|131293|25|0|0
1.179.157.0/24|131293|25|0|0
1.179.158.0/24|131293|25|0|0
1.179.159.0/24|131293|25|0|0
1.179.160.0/24|131293|25|1|1
1.179.162.0/24|131293|25|1|1
1.179.164.0/24|131293|25|0|0
1.179.165.0/24|131293|25|0|0
1.179.166.0/24|131293|25|0|0
1.179.167.0/24|131293|25|0|0
1.179.168.0/24|131293|25|0|0
1.179.169.0/24|131293|25|0|0
1.179.170.0/24|131293|24|0;1|2
1.179.171.0/24|131293|25|0|0
1.179.172.0/24|131293|25|0|0
1.179.173.0/24|131293|25|0|0
1.179.174.0/24|131293|25|0|0
1.179.175.0/24|131293|25|0|0
1.179.176.0/24|131293|25|0|0
1.179.177.0/24|131293|25|0|0
1.179.178.0/24|131293|24|0;1|2
1.179.179.0/24|131293|25|0|0
1.179.180.0/24|131293|25|0|0
1.179.181.0/24|131293|25|0|0
1.179.182.0/24|131293|25|0|0
1.179.183.0/24|131293|25|0|0
1.179.184.0/24|131293|25|0|0
1.179.185.0/24|131293|25|0|0
1.179.186.0/24|131293|24|0;1|2
1.179.187.0/24|131293|24|0;1|2
1.179.188.0/24|131293|25|0|0
1.179.189.0/24|131293|25|0|0
1.179.190.0/24|131293|25|0|0
1.179.191.0/24|131293|25|0|0
1.179.192.0/19|131293|24|0|0
1.179.192.0/24|131293|25|0|0
1.179.194.0/24|131293|25|0|0
1.179.196.0/24|131293|25|0|0
1.179.197.0/24|131293|25|0|0
1.179.198.0/24|131293|25|0|0
1.179.199.0/24|131293|25|0|0
1.179.201.0/24|131293|25|0|0
1.179.202.0/24|131293|24|0|0
1.179.203.0/24|131293|24|0|0
1.179.204.0/24|131293|24|0;1|2
1.179.206.0/24|131293|25|0|0
1.179.207.0/24|131293|25|1|1
1.179.208.0/24|131293|25|0|0
1.179.209.0/24|131293|25|0|0
1.179.210.0/24|131293|25|0|0
1.179.211.0/24|131293|25|1|1
1.179.213.0/24|137241|24|0|0
1.179.220.0/22|131293|25|1|1
1.179.224.0/19|23969|27|0|0
1.179.233.0/24|23969|26|0|0
1.179.234.0/24|23969|26|0|0
1.179.235.0/24|23969|26|0|0
1.179.236.0/24|23969|26|0|0
1.179.239.0/24|23969|26|0|0
1.179.240.0/24|23969|26|0|0
1.179.241.0/24|23969|26|0|0
1.179.242.0/24|23969|26|0|0
1.179.244.0/24|23969|26|0|0
1.179.245.0/24|23969|26|0|0
1.179.246.0/24|134166|26|0|0
1.179.247.0/24|134166|26|0|0
1.180.0.0/14|4134|18|0|0
1.184.0.0/15|4538|22|1;3;4;5|3
1.186.0.0/24|45769|18|0|0
1.186.1.0/24|45769|18|0|0
1.186.2.0/24|45769|18|0|0
1.186.3.0/24|45769|18|0|0
1.186.4.0/24|45769|18|0|0
1.186.5.0/24|45769|18|0|0
1.186.6.0/24|45769|18|0|0
1.186.7.0/24|45769|18|0|0
1.186.8.0/24|45769|18|0|0
1.186.9.0/24|45769|18|0|0
1.186.10.0/24|45769|18|0|0
1.186.11.0/24|45769|18|0|0
1.186.12.0/24|45769|18|0|0
1.186.13.0/24|45769|18|0|0
1.186.14.0/24|45769|18|0|0
1.186.15.0/24|45769|18|0|0
1.186.16.0/24|45769|18|0|0
1.186.17.0/24|45769|18|0|0
1.186.18.0/24|45769|18|0|0
1.186.19.0/24|45769|18|0|0
1.186.20.0/24|45769|18|0|0
1.186.21.0/24|45769|18|0|0
1.186.22.0/24|45769|18|0|0
1.186.23.0/24|45769|18|0|0
1.186.24.0/24|45769|18|0|0
1.186.25.0/24|45769|18|0|0
1.186.26.0/24|45769|18|0|0
1.186.27.0/24|45769|18|0|0
1.186.28.0/24|45769|18|0|0
1.186.29.0/24|45582|18|0|0
1.186.30.0/24|45769|18|0|0
1.186.31.0/24|45769|18|0|0
1.186.32.0/24|45769|18|0|0
1.186.33.0/24|45769|18|0|0
1.186.34.0/24|45769|18|0|0
1.186.36.0/24|45769|18|0|0
1.186.37.0/24|45769|18|0|0
1.186.38.0/24|45769|18|0|0
1.186.39.0/24|45769|18|0|0
1.186.40.0/24|45769|18|0|0
1.186.41.0/24|45769|18|0|0
1.186.42.0/24|45769|18|0|0
1.186.43.0/24|45769|21|0|0
1.186.44.0/24|45769|21|0|0
1.186.45.0/24|45769|18|0|0
1.186.46.0/24|45769|26|0|0
1.186.47.0/24|45769|18|0|0
1.186.48.0/24|45769|18|0|0
1.186.49.0/24|45769|18|0|0
1.186.50.0/24|45769|18|0|0
1.186.51.0/24|45769|18|0|0
1.186.52.0/24|45769|18|0|0
1.186.53.0/24|45769|18|0|0
1.186.54.0/24|45769|18|0|0
1.186.55.0/24|45769|18|0|0
1.186.56.0/24|45769|18|0|0
1.186.57.0/24|45769|18|0|0
1.186.59.0/24|45769|18|0|0
1.186.60.0/24|45769|18|0|0
1.186.61.0/24|45769|18|0|0
1.186.62.0/24|45769|18|0|0
1.186.63.0/24|45769|18|0|0
1.186.64.0/24|45769|26|0|0
1.186.65.0/24|45769|18|0|0
1.186.66.0/24|45769|18|0|0
1.186.67.0/24|45769|18|0|0
1.186.68.0/24|45769|18|0;3|2
1.186.69.0/24|45769|26|0|0
1.186.70.0/24|45769|18|0|0
1.186.73.0/24|45769|18|0|0
1.186.74.0/24|45769|18|0|0
1.186.75.0/24|45582|26|0|0
1.186.76.0/24|45769|18|0|0
1.186.77.0/24|45769|21|0|0
1.186.78.0/24|45769|18|0|0
1.186.79.0/24|45769|18|0|0
1.186.80.0/24|45769|18|0|0
1.186.81.0/24|45769|18|0|0
1.186.82.0/24|45769|18|0|0
1.186.83.0/24|45769|18|0|0
1.186.84.0/24|45769|18|0|0
1.186.85.0/24|45769|18|0|0
1.186.87.0/24|45769|18|0|0
1.186.88.0/24|45769|18|0|0
1.186.89.0/24|45769|18|0|0
1.186.90.0/24|45769|18|0|0
1.186.91.0/24|45769|26|0|0
1.186.92.0/24|45769|18|0|0
1.186.93.0/24|45769|18|0|0
1.186.94.0/24|45769|26|0|0
1.186.95.0/24|45769|26|0|0
1.186.96.0/24|45769|26|0|0
1.186.97.0/24|45769|26|0|0
1.186.98.0/24|45769|18|0|0
1.186.99.0/24|45769|26|0|0
1.186.100.0/24|45769|26|0|0
1.186.101.0/24|45769|26|0|0
1.186.102.0/24|45769|26|0|0
1.186.103.0/24|45769|26|0|0
1.186.104.0/24|45582|26|0|0
1.186.105.0/24|45582|26|0|0
1.186.106.0/24|45769|18|0|0
1.186.107.0/24|45769|21|0|0
1.186.108.0/24|45769|21|0|0
1.186.109.0/24|45769|21|0|0
1.186.110.0/24|45769|21|0|0
1.186.111.0/24|45769|21|0|0
1.186.112.0/24|45769|21|0|0
1.186.113.0/24|45769|21|0|0
1.186.114.0/24|45769|21|0|0
1.186.115.0/24|45769|21|0|0
1.186.116.0/24|45769|18|0|0
1.186.117.0/24|45769|18|0|0
1.186.118.0/24|45769|18|0|0
1.186.119.0/24|45769|18|0|0
1.186.120.0/24|45769|21|0|0
1.186.121.0/24|45769|21|0|0
1.186.122.0/24|45769|21|0|0
1.186.123.0/24|45769|21|0|0
1.186.124.0/24|45769|21|0|0
1.186.125.0/24|45769|21|0|0
1.186.126.0/24|45769|21|0|0
1.186.127.0/24|45769|21|0|0
1.186.128.0/24|45769|18|0|0
1.186.129.0/24|45769|18|0|0
1.186.130.0/24|45769|18|0|0
1.186.131.0/24|45769|18|0|0
1.186.132.0/24|45769|18|0|0
1.186.133.0/24|45769|18|0|0
1.186.134.0/24|45769|18|0|0
1.186.135.0/24|45769|18|0|0
1.186.136.0/24|45769|18|0|0
1.186.137.0/24|45769|18|0|0
1.186.138.0/24|45769|18|0|0
1.186.139.0/24|45769|18|0|0
1.186.141.0/24|45769|26|0|0
1.186.142.0/24|45769|18|0|0
1.186.143.0/24|45769|18|0|0
1.186.144.0/24|45769|18|0|0
1.186.145.0/24|45769|18|0|0
1.186.146.0/24|45769|18|0|0
1.186.147.0/24|45769|18|0|0
1.186.148.0/24|45769|18|0|0
1.186.149.0/24|45769|21|0|0
1.186.150.0/24|45769|18|0|0
1.186.151.0/24|45769|18|0|0
1.186.152.0/24|45769|26|0|0
1.186.153.0/24|45769|26|0|0
1.186.154.0/24|45769|26|0|0
1.186.155.0/24|45769|26|0|0
1.186.156.0/24|45769|21|0|0
1.186.157.0/24|45769|21|0|0
1.186.158.0/24|45769|21|0|0
1.186.159.0/24|45769|21|0|0
1.186.160.0/24|45769|21|0|0
1.186.161.0/24|45769|21|0|0
1.186.162.0/24|45769|21|0|0
1.186.163.0/24|45769|21|0|0
1.186.165.0/24|45769|21|0|0
1.186.166.0/24|45769|21|0|0
1.186.168.0/24|45769|18|0|0
1.186.169.0/24|45769|21|0|0
1.186.170.0/24|45769|18|0|0
1.186.171.0/24|45769|18|0|0
1.186.174.0/24|45769|18|0|0
1.186.175.0/24|45769|26|0|0
1.186.177.0/24|45769|26|0|0
1.186.178.0/24|45769|26|0|0
1.186.179.0/24|45769|26|0|0
1.186.180.0/24|45769|26|0|0
1.186.181.0/24|45769|26|0|0
1.186.182.0/24|45769|26|0|0
1.186.183.0/24|45769|26|0|0
1.186.184.0/24|45769|26|0|0
1.186.185.0/24|45769|26|0|0
1.186.186.0/24|45769|26|0|0
1.186.187.0/24|45769|26|0|0
1.186.188.0/24|45769|26|0|0
1.186.189.0/24|45769|26|0|0
1.186.190.0/24|45769|18|0|0
1.186.191.0/24|45769|18|0|0
1.186.192.0/24|45769|26|0|0
1.186.194.0/24|45769|18|0|0
1.186.196.0/24|45769|26|0|0
1.186.197.0/24|45769|18|0|0
1.186.198.0/24|45769|18|0|0
1.186.199.0/24|45769|18|0|0
1.186.200.0/24|45769|18|0|0
1.186.201.0/24|45769|18|0|0
1.186.202.0/24|45769|18|0|0
1.186.203.0/24|45769|18|0|0
1.186.204.0/24|45769|26|0|0
1.186.207.0/24|45769|18|0|0
1.186.209.0/24|45582|26|0|0
1.186.212.0/24|45769|18|0|0
1.186.215.0/24|45769|18|0|0
1.186.216.0/24|17443|18|0|0
1.186.217.0/24|45769|18|0|0
1.186.218.0/24|45769|18|0|0
1.186.219.0/24|45769|18|0|0
1.186.220.0/24|45769|26|0|0
1.186.221.0/24|45769|18|0|0
1.186.222.0/24|45769|26|0|0
1.186.223.0/24|45769|18|0|0
1.186.224.0/24|45769|18|0|0
1.186.225.0/24|45769|18|0|0
1.186.226.0/24|45769|26|0|0
1.186.227.0/24|45769|18|0|0
1.186.228.0/24|45769|18|0|0
1.186.229.0/24|45769|18|0|0
1.186.230.0/24|45769|18|0|0
1.186.231.0/24|45769|18|0|0
1.186.232.0/24|45769|18|0|0
1.186.233.0/24|45769|18|0|0
1.186.234.0/24|45769|18|0|0
1.186.235.0/24|45769|18|0|0
1.186.236.0/24|45769|18|0|0
1.186.237.0/24|45769|18|0|0
1.186.238.0/24|45769|18|0|0
1.186.239.0/24|45769|18|0|0
1.186.240.0/24|45769|18|0|0
1.186.241.0/24|45769|18|0|0
1.186.242.0/24|45769|18|0|0
1.186.243.0/24|45769|26|0|0
1.186.244.0/24|45769|26|0|0
1.186.245.0/24|45769|18|0|0
1.186.246.0/24|45769|26|0|0
1.186.247.0/24|45769|18|0|0
1.186.248.0/24|45769|18|0|0
1.186.249.0/24|45769|18|0|0
1.186.250.0/24|45769|18|0|0
1.186.251.0/24|45769|18|0|0
1.186.252.0/24|45769|18|0|0
1.186.254.0/24|45769|26|0|0
1.187.0.0/22|45271|19|0|0
1.187.4.0/22|45271|19|0|0
1.187.12.0/22|45271|19|0|0
1.187.16.0/22|45271|19|0|0
1.187.20.0/22|45271|19|0|0
1.187.24.0/22|45271|19|0|0
1.187.32.0/23|45271|21|0|0
1.187.34.0/23|45271|21|0|0
1.187.36.0/23|45271|21|0|0
1.187.38.0/23|45271|21|0|0
1.187.40.0/23|45271|21|0|0
1.187.42.0/23|45271|21|0|0
1.187.44.0/23|45271|21|0|0
1.187.46.0/23|45271|21|0|0
1.187.48.0/23|45271|21|0|0
1.187.50.0/23|45271|21|0|0
1.187.52.0/23|45271|21|0|0
1.187.54.0/23|45271|21|0|0
1.187.56.0/23|45271|21|0|0
1.187.58.0/23|45271|21|0|0
1.187.60.0/23|45271|21|0|0
1.187.62.0/23|45271|21|0|0
1.187.64.0/20|45271|25|0|0
1.187.80.0/22|45271|22|0|0
1.187.80.0/23|45271|22|0|0
1.187.82.0/23|45271|22|0|0
1.187.84.0/22|45271|22|0|0
1.187.84.0/23|45271|22|0|0
1.187.86.0/23|45271|22|0|0
1.187.88.0/22|45271|22|0|0
1.187.88.0/23|45271|22|0|0
1.187.90.0/23|45271|22|0|0
1.187.92.0/22|45271|22|0|0
1.187.92.0/23|45271|22|0|0
1.187.94.0/23|45271|22|0|0
1.187.96.0/23|45271|22|0|0
1.187.98.0/23|45271|22|0|0
1.187.100.0/23|45271|22|0|0
1.187.102.0/23|45271|22|0|0
1.187.104.0/23|45271|22|0|0
1.187.106.0/23|45271|22|0|0
1.187.108.0/23|45271|22|0|0
1.187.110.0/23|45271|22|0|0
1.187.112.0/21|45271|24|0|0
1.187.120.0/21|45271|24|0|0
1.187.128.0/23|45271|21|0|0
1.187.130.0/23|45271|21|0|0
1.187.132.0/23|45271|21|0|0
1.187.134.0/23|45271|21|0|0
1.187.136.0/23|45271|21|0|0
1.187.138.0/23|45271|21|0|0
1.187.140.0/23|45271|21|0|0
1.187.142.0/23|45271|21|0|0
1.187.176.0/22|45271|24|0|0
1.187.180.0/22|45271|24|0|0
1.187.184.0/22|45271|24|0|0
1.187.188.0/22|45271|24|0|0
1.187.208.0/22|45271|24|0|0
1.187.212.0/22|45271|24|0|0
1.187.216.0/22|45271|25|0|0
1.187.220.0/22|45271|25|0|0
1.187.240.0/22|45271|24|0|0
1.187.244.0/22|45271|24|0|0
1.187.248.0/22|45271|23|0|0
1.187.252.0/22|45271|23|0|0
1.188.0.0/14|4837|18|0|0
1.192.0.0/13|4134|18|0|0
1.192.136.0/23|137687|18|0|0
1.192.192.0/22|137687|18|0|0
1.194.224.0/20|137687|18|0|0
1.198.4.0/23|137687|18|0|0
1.199.92.0/24|137687|18|0|0
1.199.93.0/24|137687|18|0|0
1.199.95.0/24|137687|18|0|0
1.200.0.0/16|24157|23|0|0
1.200.0.0/17|24157|23|0;2|2
1.200.0.0/21|24157|18|0;2|2
1.200.8.0/21|24157|20|0;1;3|3
1.200.16.0/21|24157|21|0;1|2
1.200.24.0/21|24157|24|0;3|2
1.200.32.0/21|24157|21|0;1;2|3
1.200.40.0/21|24157|18|0|0
1.200.48.0/21|24157|23|1;2|2
1.200.56.0/21|24157|18|0;1|2
1.200.64.0/21|24157|20|0;3|2
1.200.72.0/21|24157|20|0;1|2
1.200.80.0/21|24157|4|0|0
1.200.88.0/21|24157|4|0|0
1.200.96.0/21|24157|4|0|0
1.200.104.0/21|24157|20|0|0
1.200.112.0/21|24157|4|0|0
1.200.120.0/21|24157|4|0|0
1.200.128.0/17|24157|23|0;3|2
1.200.128.0/21|24157|20|0;1;3|3
1.200.136.0/21|24157|4|0|0
1.200.144.0/21|24157|18|0;2|2
1.200.152.0/21|24157|4|0|0
1.200.160.0/21|24157|18|0;1|2
1.200.168.0/21|24157|18|0;2|2
1.200.176.0/21|24157|20|0;4|2
1.200.184.0/21|24157|4|0|0
1.200.192.0/21|24157|18|0;1|2
1.200.200.0/21|24157|18|0;1|2
1.200.208.0/21|24157|18|0;1|2
1.200.216.0/21|24157|18|0;1;2|3
1.200.224.0/21|24157|4|0|0
1.200.232.0/21|24157|4|0|0
1.201.0.0/24|38099|25|0|0
1.201.64.0/18|9286|23|0|0
1.201.128.0/18|9286|22|0|0
1.201.128.0/24|9286|2|0|0
1.201.129.0/24|9286|2|0|0
1.201.130.0/24|9286|2|0|0
1.201.131.0/24|9286|2|0|0
1.201.132.0/24|9286|2|0|0
1.201.133.0/24|9286|2|0|0
1.201.136.0/22|9286|23|0|0
1.201.152.0/21|9286|19|0|0
1.201.160.0/22|9286|1|0|0
1.201.164.0/22|9286|1|0|0
1.201.168.0/24|9286|1|0|0
1.201.169.0/24|9286|1|0|0
1.201.170.0/24|9286|1|0|0
1.201.171.0/24|9286|1|0|0
1.201.192.0/18|9286|23|0|0
1.202.0.0/17|4847|18|0|0
1.202.120.0/21|4847|18|0|0
1.202.128.0/17|4847|18|0|0
1.203.0.0/16|4847|18|0|0
1.203.0.0/18|4847|18|0|0
1.203.112.0/23|23724|18|0|0
1.203.115.0/24|23724|18|0|0
1.203.124.0/22|23724|18|0|0
1.203.128.0/20|4847|18|0|0
1.203.192.0/18|4847|18|0|0
1.204.0.0/14|4134|18|0|0
1.208.0.0/12|3786|18|0|0
1.208.2.0/24|3786|18|0|0
1.209.9.0/24|4791|1|0|0
1.209.60.0/22|18176|1|0|0
1.209.64.0/24|18176|1|0|0
1.209.65.0/24|18176|1|0|0
1.209.66.0/24|18176|1|0|0
1.209.120.0/24|45376|22|0|0
1.209.174.0/24|18176|1|0|0
1.209.175.0/24|18176|1|0|0
1.209.176.0/24|18176|1|0|0
1.209.181.0/24|18305|19|0|0
1.209.183.0/24|18305|22|0|0
1.209.184.0/24|55633|22|0|0
1.209.185.0/24|18305|22|0|0
1.209.199.0/24|45974|18|2|1
1.209.204.0/24|9684|22|0|0
1.209.211.0/24|9771|19|0|0
1.209.241.0/24|10190|1|0|0
1.214.72.0/24|9638|19|0|0
1.214.73.0/24|9638|19|0|0
1.214.92.0/24|9638|19|0|0
1.214.105.0/24|38707|1|0|0
1.214.106.0/24|38707|1|0|0
1.214.126.0/24|55627|19|0|0
1.214.127.0/24|55627|19|0|0
1.222.128.0/18|7562|18|0|0
1.222.184.0/21|9569|22|0|0
1.222.192.0/20|7562|18|0|0
1.222.207.0/24|9319|22|0|0
1.222.217.0/24|9849|22|0|0
1.224.0.0/11|9318|20|0;2|2
1.224.0.0/13|9318|20|0;2|2
1.224.0.0/20|9277|19|0|0
1.224.16.0/20|17846|19|0|0
1.224.32.0/20|46004|19|0|0
1.224.172.0/22|55586|19|0|0
1.224.172.0/24|55586|22|0|0
1.224.173.0/24|55586|22|0|0
1.224.174.0/24|55586|22|0|0
1.224.175.0/24|55586|22|0|0
1.224.187.0/24|55615|22|0|0
1.224.188.0/24|55615|22|0|0
1.224.189.0/24|55615|22|0|0
1.225.91.0/24|9647|22|2|1
1.225.92.0/24|9647|22|2|1
1.225.93.0/24|9647|22|2|1
1.225.94.0/24|9647|22|2|1
1.225.95.0/24|9647|22|2|1
1.225.160.0/24|9647|19|4|1
1.225.167.0/24|4766|22|0|0
1.225.197.0/24|4766|22|0|0
1.225.199.0/24|4766|22|0|0
1.226.55.0/24|4766|22|0|0
1.226.139.0/24|4766|22|0|0
1.226.187.0/24|4766|22|0|0
1.226.235.0/24|4766|22|0|0
1.227.61.0/24|9973|19|2|1
1.227.82.0/24|9849|22|0|0
1.227.168.0/24|9851|23|0|0
1.228.214.0/24|10064|18|0|0
1.230.104.0/24|55602|22|0|0
1.230.122.0/24|17873|22|0|0
1.230.123.0/24|45980|19|0|0
1.230.124.0/24|45980|19|0|0
1.230.125.0/24|45980|19|0|0
1.230.126.0/24|45980|19|0|0
1.230.127.0/24|45980|19|0|0
1.230.128.0/24|45980|19|0|0
1.230.129.0/24|45980|19|0|0
1.230.130.0/24|45980|19|0|0
1.230.150.0/24|45980|19|0|0
1.230.151.0/24|45980|19|0|0
1.230.164.0/24|45980|19|0|0
1.230.199.0/24|9638|19|0|0
1.230.200.0/24|9638|19|0|0
1.230.201.0/24|9638|19|0|0
1.231.193.0/24|23579|19|0|0
1.232.0.0/13|9318|20|0;2|2
1.232.5.0/24|10167|19|0|0
1.232.12.0/24|38122|22|0|0
1.232.48.0/24|9944|19|0|0
1.232.49.0/24|16477|22|0|0
1.232.50.0/24|9944|19|0|0
1.232.190.0/24|9647|23|4|1
1.232.191.0/24|9647|23|4|1
1.233.2.0/24|38123|19|0|0
1.233.206.0/23|4665|19|0|0
1.233.208.0/20|4665|18|0|0
1.233.224.0/22|4665|19|0|0
1.233.226.0/24|4665|19|0|0
1.233.228.0/22|4665|19|0|0
1.233.232.0/22|4665|19|0|0
1.233.236.0/23|4665|19|0|0
1.233.238.0/24|4665|19|0|0
1.233.239.0/24|4665|19|0|0
1.233.240.0/24|4665|19|0|0
1.233.241.0/24|4665|19|0|0
1.233.242.0/24|4665|19|0|0
1.233.243.0/24|4665|19|0|0
1.233.244.0/24|4665|19|0|0
1.233.245.0/24|4665|19|0|0
1.233.246.0/24|4665|19|0|0
1.233.247.0/24|4665|19|0|0
1.233.248.0/24|4665|19|0|0
1.233.249.0/24|4665|19|0|0
1.233.250.0/24|4665|19|0|0
1.233.251.0/24|4665|19|0|0
1.233.252.0/24|4665|19|0|0
1.233.253.0/24|4665|19|0|0
1.233.254.0/24|4665|19|0|0
1.233.255.0/24|4665|19|0|0
1.235.101.0/24|18314|22|0|0
1.235.193.0/24|45980|19|0|0
1.236.0.0/24|38396|22|0|0
1.236.1.0/24|38396|22|0|0
1.236.2.0/24|38390|22|0|0
1.236.3.0/24|38390|22|0|0
1.236.4.0/24|38390|23|0|0
1.236.5.0/24|38396|23|0|0
1.236.222.0/24|10185|23|0|0
1.237.2.0/24|38392|22|0|0
1.237.3.0/24|38392|19|0|0
1.237.5.0/24|38394|23|0|0
1.237.7.0/24|4766|22|0|0
1.237.15.0/24|4766|22|0|0
1.237.18.0/24|4766|22|0|0
1.237.23.0/24|4766|22|0|0
1.237.24.0/24|4766|22|0|0
1.237.30.0/24|4766|22|0|0
1.237.34.0/24|4766|22|0|0
1.237.37.0/24|4766|22|0|0
1.237.39.0/24|4766|22|0|0
1.237.43.0/24|4766|22|0|0
1.237.134.0/24|38697|19|0|0
1.237.174.0/24|9272|19|0|0
1.237.181.0/24|18317|19|0|0
1.237.236.0/24|4766|22|0|0
1.237.238.0/24|4766|22|0|0
1.237.245.0/24|9272|19|0|0
1.238.1.0/24|38697|19|0|0
1.238.6.0/24|38402|22|0|0
1.238.7.0/24|38402|22|0|0
1.238.8.0/24|38400|22|0|0
1.238.9.0/24|38400|22|0|0
1.238.12.0/24|38411|23|0|0
1.238.14.0/24|38401|22|0|0
1.238.15.0/24|38401|22|0|0
1.238.16.0/24|38394|22|0|0
1.238.17.0/24|38394|22|0|0
1.238.20.0/24|38399|22|0|0
1.238.21.0/24|38399|22|0|0
1.238.24.0/24|38402|23|0|0
1.238.25.0/24|38401|23|0|0
1.238.26.0/24|38401|23|0|0
1.238.27.0/24|38400|22|0|0
1.240.0.0/13|9318|20|0;2|2
1.240.0.0/24|38415|22|0|0
1.240.1.0/24|38415|23|0|0
1.240.2.0/24|38415|23|0|0
1.240.3.0/24|38415|23|0|0
1.240.4.0/24|38415|23|0|0
1.241.0.0/24|38408|22|0|0
1.241.1.0/24|38408|22|0|0
1.241.2.0/24|38403|22|0|0
1.241.3.0/24|38403|22|0|0
1.241.229.0/24|9638|18|8|1
1.241.248.0/24|9638|18|8|1
1.242.4.0/24|38407|22|0|0
1.242.5.0/24|38407|22|0|0
1.242.6.0/24|38414|22|0|0
1.242.7.0/24|38414|22|0|0
1.244.114.0/24|55615|22|0|0
1.244.115.0/24|55615|22|0|0
1.244.116.0/24|55615|22|0|0
